Name	Tier	Activation	Ranked	Text	Source	From	
Body Guard (Improved)	Tier: 3	Activation: Passive	Ranked: No	Your character must have purchased the Body Guard talent to benefit from this talent. Once per session, when an ally protected by the Body Guard maneuver suffers a hit, suffer the hit instead.	Sources: LBE, FIB, EBGR, FCRB	Body Guard (Improved)	
Capital Sendoff	Tier: 3	Activation: Active (Action)	Ranked: No	Take a Capital Sendoff action targeting two ships or vehicles at Close range; make a Hard (◆◆◆) Cool check to cause the targets to suffer a minor collision.	Source: SOT	Corellian Sendoff	
Confidence (Improved)	Tier: 3	Activation: Passive	Ranked: No	Your character must have purchased the Confidence talent to benefit from this talent. May spend [AD] on a fear check to steady the nerves of allies making the same fear check. If the character does so each ally within short range who makes the fear check adds automatic successes equal to the character's rank in confidence.	Source: LBE	Confidence (Improved)	
Congenial	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	May suffer a number of strain to downgrade difficulty of Charm or Negotiation checks or upgrade difficulty when target by Charm or Negotiation checks, by an equal number Strain suffered this way cannot exceed ranks in Congenial.	Sources: FH, FC, DOH	Congenial	
Constant Vigilance	Tier: 3	Activation: Passive	Ranked: No	May always use Vigilance when making checks to determine initiative.	Source: EV	Constant Vigilance	
Creative Killer	Tier: 3	Activation: Passive	Ranked: No	Reduce the crit rating of improvised weapons by 2 (to a minimum of 1).	Source: ACRB	Creative Killer	
Crippling Blow	Tier: 3	Activation: Active (Incidental)	Ranked: No	Increase the difficulty of next combat check by 1. If check deals damage, target suffers 1 strain whenever he moves for the remainder of the encounter.	Sources: ACRB, ECRB, FCRB	Crippling Blow	
Cunning Snare	Tier: 3	Activation: Active (Action)	Ranked: No	Once per encounter as an action, may create a trap. Any other character who moves to engaged range of the trap must make an Opposed Vigilance vs. Survival check to avoid harm and ill effects.	Source: FIB	Cunning Snare	
Customized Cooling Unit	Tier: 3	Activation: Passive	Ranked: Yes	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the system strain threshold of Signature Vehicle by 2 per rank of Customized Cooling Unit.	Source: SOT	Customized Cooling Unit	Signature Vehicle
Daring Turn	Tier: 3	Activation: Active (Maneuver)	Ranked: No	When an opponent has gained the advantage on a starship or vehicle being piloted, may spent 2 strain perform a Daring Turn maneuver to remove the effects.	Source: SOT	Koiogran Turn	
Dirty Tricks	Tier: 3	Activation: Passive	Ranked: No	When a character inflicts a Critical Injury, the target also adds [SE][SE] to their next action.	Source: GHC	Dirty Tricks	
Disarm	Tier: 3	Activation: Passive	Ranked: No	May spend [TR] or [AD][AD] with a successful Brawl or Melee check to disarm opponent.	Source: FCRB	Sum Djem	
Disarming Smile	Tier: 3	Activation: Active (Action)	Ranked: Yes	Take the Disarming Smile action; succeed at an opposed Charm check against a target within short range to lower all defenses of a target by ranks in Disarming Smile until the end of the encounter.	Source: FC	Disarming Smile	
Distinctive Style	Tier: 3	Activation: Active (Incidental)	Ranked: No	When making a Computers check to hack a system or break into a secured network, before rolling, your character may use this talent to add [SU][SU][TH][TH] to the results. If you are using the optional hacking rules on page 232 and your check generates [TH][TH], your GM should spend it on the I Know You! option in Table III.2-22 on page 234 of the Genesys Core Rulebook.	Source: GCRB	Distinctive Style	
Dodge	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: Yes	When your character is targeted by a combat check (ranged or melee), they may suffer a number of strain no greater than their ranks in Dodge to use this talent. Then, upgrade the difficulty of the combat check targeting your character a number of times equal to the strain suffered.	Source: GCRB	Dodge	
Double or Nothing	Tier: 3	Activation: Passive	Ranked: No	Suffer 2 strain to perform the Double or Nothing incidental to increase the difficulty of the next check by one. Then, after canceling opposing symbols, double the amount of remaining [AD]	Source: FC	Double or Nothing	
Eagle Eyes	Tier: 3	Activation: Active (Incidental)	Ranked: No	Once per encounter before making a ranged combat check, you may use this talent to increase your weapon’s range by one range band (to a maximum of extreme range). This lasts for the duration of the combat check.	Source: GCRB	Eagle Eyes	
Encoded Communique	Tier: 3	Activation: Passive	Ranked: No	Upgrade the difficulty of checks to decrypt this character's coded messages without the proper cipher a number of times equal to Computers skill.	Source: DA	Encoded Communique	
Encouraging Words	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	After an engaged ally fails a check, may suffer 1 strain to assist that ally's next check this encounter as an out of turn incidental.	Sources: DA, LBE, DOH	Encouraging Words	
Eye for Detail	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	After making a Mechanics or Computers check, may suffer strain up to ranks in Eye for Detail to convert that many [SU] to [AD].	Source: SM	Eye for Detail	
Fear the Shadows	Tier: 3	Activation: Active (Action)	Ranked: No	Once per session, may make a Hard (◆◆◆) Deception check to force a single minion group or rival to flee the encounter.	Source: EV	Fear the Shadows	
Feint	Tier: 3	Activation: Passive	Ranked: Yes	Spend [TR] or [AD][AD][AD] generated on a missed melee attack to upgrade difficulty of opponent's next attack targeting character by ranks in Feint.	Source: FCRB	Feint	
Feral Strength	Tier: 3	Activation: Passive	Ranked: Yes	Add 1 damage per rank of Feral Strength to one hit of successful attacks made using Brawl or Melee skills.	Sources: ABGR, ACRB, EBGR, ECRB	Feral Strength	
Field Commander	Tier: 3	Activation: Active (Action)	Ranked: No	Your character may use this talent to make an Average (◆◆) Leadership check. If successful, a number of allies equal to your character’s Presence may immediately suffer 1 strain to perform one maneuver (out of turn). If there are any questions as to which allies take their maneuvers first, your character is the final arbiter.	Source: GCRB	Field Commander	
Fire Control	Tier: 3	Activation: Active (Action)	Ranked: No	Take the Fire Control action; all combat checks made from current starship or vehicle count their target's silhouette as one higher than normal until the beginning of next turn.	Source: ACRB	Fire Control	
Forgot to Count?	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	When an opponent makes a ranged combat check, you can spend [TH][TH] from that check to use this talent to cause their weapon to run out of ammo (see page 104), as long as the weapon can normally run out of ammunition.	Source: GCRB	Forgot to Count?	
Form On Me	Tier: 3	Activation: Passive	Ranked: No	Allies equal to ranks in Leadership in short range gain the benefits of the Gain the Advantage action.	Source: ACRB	Form On Me	
Fortified Structure	Tier: 3	Activation: Passive	Ranked: Yes	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the hull trauma threshold of Signature Vehicle by 1 per rank of Fortified Structure.	Source: SOT	Fortified Vacuum Seal	Signature Vehicle
Freerunning (Improved)	Tier: 3	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Freerunning talent to benefit from this talent. Suffer 4 strain when making a move maneuver to move to any location within medium range.	Source: EV	Freerunning (Improved)	
Frenzied Attack	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	When making a Melee or Brawl check, suffer a number of strain to upgrade the attack an equal number of times. The strain suffered may not exceed ranks in Frenzied Attack.	Sources: ACRB, ECRB	Frenzied Attack	
Full Throttle	Tier: 3	Activation: Active (Action)	Ranked: No	Take a Full Throttle action; make a Hard (◆◆◆) Piloting check to increase a vehicle's top speed by 1 for a number of rounds equal to Cunning.	Sources: ABGR, ACRB, EBGR, ECRB, FCRB	Full Throttle	
Greased Palms	Tier: 3	Activation: Active (Maneuver)	Ranked: Yes	Before making a social check, may spend up to 50 units of currency per rank of Greased Palms to upgrade the ability of the check once for every 50 spent.	Sources: ACRB, JOY, FH	Greased Palms	
Grenadier	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	When your character makes a ranged combat check with a weapon that has the Blast item quality, you may spend one Story Point to use this talent to trigger the weapon’s Blast quality, instead of spending [AD] (even if the attack misses). In addition, your character treats grenades as having a range of medium.	Source: GCRB	Grenadier	
Harass	Tier: 3	Activation: Active (Incidental)	Ranked: No	Whenever the character's animal companion makes a successful combat check against a target, it may forgo inflicting damage to upgrade the difficulty of the target's next check once instead.	Source: SS	Harass	
Hard-Boiled	Tier: 3	Activation: Passive	Ranked: Yes	When recovering strain after an encounter, may spend [AD] up to ranks in Hard-Boiled to recover 1 wound per [AD] spent.	Source: ND	Hard-Boiled	
Heroic Recovery	Tier: 3	Activation: Active (Incidental)	Ranked: No	Once per encounter, may spend a Story Point to recover 4 strain.	Source: GHC	Heroic Recovery	
Heroic Resilience	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	Immediately after being hit by an attack but before suffering damage, spend 1 Story Point to increase soak by ranks in Resilience.	Sources: FIB, DC	Heroic Resilience	
Heroic Will	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	When you purchase this talent for your character, choose two characteristics. You may spend a Story Point to use this talent to have your character ignore the effects of all Critical Injuries on any skill checks using those two characteristics until the end of the current encounter. (Your character still suffers the Critical Injuries; they just ignore the effects. See page 114.)	Source: GCRB	Heroic Will	
Hindering Shot	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	Spend a story point and increase the difficulty of next Gunnery check by 1. If check deals damage, target starship or vehicle suffers system strain equal to speed when it moves for a number of turns equal to ranks in Hindering Shot.	Source: ND	Hindering Shot	
Hunter's Quarry (Improved)	Tier: 3	Activation: Passive	Ranked: No	Your character must have purchased the Hunter's Quarry talent to benefit from this talent. Suffer 2 strain to perform Hunter's Quarry action as a maneuver	Sources: ETU, SS	Hunter's Quarry (Improved)	
Informant	Tier: 3	Activation: Active (Incidental)	Ranked: No	Once per session, may reveal a contact who can shed light on a chosen subject.	Sources: DA, ND	Informant	
Inspiring Rhetoric (Improved)	Tier: 3	Activation: Passive	Ranked: No	Your character must have purchased the Inspiring Rhetoric talent to benefit from this talent. Allies affected by your character’s Inspiring Rhetoric add [BO] to all skill checks they make for a number of rounds equal to your character’s ranks in Leadership.	Source: GCRB	Inspiring Rhetoric (Improved)	
Interjection	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	After another character makes a social check, suffer 3 strain to take an interjection incidental make an Average (◆◆) Vigilance check to add [SU] or [FA] equal to [SU], and [AD] or [TH] equal to [AD] to the check.	Source: DA	Interjection	
Intimidating	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: Yes	May suffer a number of strain to downgrade difficulty of Coercion checks, or upgrade difficulty when targeted by Coercion checks, by an equal number. Strain suffered this way cannot exceed ranks in Intimidating.	Sources: ACRB, ECRB, FBGR, FCRB	Intimidating	
Iron Body	Tier: 3	Activation: Passive	Ranked: Yes	Remove [SE] per rank of Iron Body from Coordination and Resilience checks. Reduce the critical rating of unarmed attacks by 1 per rank of Iron Body (to a minimum of 1).	Source: ND	Iron Body	
Larger Project	Tier: 3	Activation: Passive	Ranked: Yes	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Signature Vehicle can have a silhouette 1 larger per rank of Larger Project	Sources: SOT, SM	Larger Project	Signature Vehicle
Lethal Blows	Tier: 3	Activation: Passive	Ranked: Yes	Add +10 per rank of Lethal Blows to any Critical Injury results inflicted on opponents.	Sources: ACRB, ECRB, SS	Lethal Blows	
Natural	Tier: 3	Activation: Active (Incidental)	Ranked: No	When your character purchases this talent, choose two skills. Once per session, your character may use this talent to reroll one skill check that uses one of those two skills.	Source: GCRB	Natural	
No Escape	Tier: 3	Activation: Passive	Ranked: No	May spend [AD][AD] from a Coercion check or [TH][TH] from a foe's Discipline check; that target cannot perform a free maneuver during his next turn.	Source: KTP	No Escape	
Nobody's Fool	Tier: 3	Activation: Passive	Ranked: Yes	May upgrade difficulty of incoming Charm, Coercion, or Deception checks once per rank of Nobody's Fool.	Sources: ACRB, ECRB, FCRB	Nobody's Fool	
Opportunist	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	When your character purchases this talent, choose one non-combat, non-magic skill. When you roll a check using this skill, you may suffer strain up to ranks in Opportunist to convert that many [SU] into [AD].	Source: GCRB	Eye for Detail	
Outside the Box	Tier: 3	Activation: Passive	Ranked: No	Choose one characteristic when purchasing this talent. Once per session, make one skill check using that characteristic rather than the characteristic linked to that skill.	Source: ACRB	Stroke of Genius	
Overwhelm Defenses	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	Upon unsuccessful attack with a starship or vehicle weapon, may spend [AD][AD] per rank of Overwhelm Defenses. Reduce the defense in the targeted zone by 1 for every [AD][AD] spent.	Sources: ACRB, ND	Overwhelm Defenses	
Painkiller Specialization	Tier: 3	Activation: Passive	Ranked: Yes	When your character uses painkillers (or their equivalent, depending on the setting), the target heals one additional wound per rank of Painkiller Specialization. The sixth painkiller and beyond each day still has no effect.	Source: GCRB	Painkiller Specialization	
Parry (Improved)	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	Your character must have purchased the Parry talent to benefit from this talent. When your character suffers a hit from a melee combat check and uses Parry to reduce the damage from that hit, after the attack is resolved, you may spend [DE] or [TH][TH][TH] from the attacker’s check to use this talent. Then, your character automatically hits the attacker once with a Brawl or Melee weapon your character is wielding. The hit deals the weapon’s base damage, plus any damage from applicable talents or abilities. Your character can’t use this talent if the original attack incapacitates them.	Source: GCRB	Parry (Improved)	
Pin	Tier: 3	Activation: Active (Action)	Ranked: No	Take Pin action; make an Opposed athletics check to immobilize an engaged opponent until the end of the character's next turn. Spend [TR] to extend duration one round.	Source: ETU	Pin	
Plausible Deniability	Tier: 3	Activation: Active (Action)	Ranked: No	Take a Plausible Deniability action makes a Hard (◆◆◆) Coercion check to convince one bystander equal to your Willpower to depart quietly.	Source: DA	Plausible Deniability (Improved)	
Point Blank	Tier: 3	Activation: Passive	Ranked: Yes	Add 1 damage per rank of Point Blank to damage of one hit of successful attack while using Ranged (Heavy) or Ranged (Light) skills at short range or engaged.	Sources: ABGR, ACRB, EBGR, ECRB	Point Blank	
Powerful Blast	Tier: 3	Activation: Passive	Ranked: Yes	Increase Blast damage dealt by +1 per rank of Powerful Blast.	Sources: ACRB, DC	Powerful Blast	
Preemptive Avoidance	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	May spend 1 Story Point to disengage from engaged enemy as an out-of-turn incidental.	Source: FCRB	Preemptive Avoidance	
Rapid Archery	Tier: 3	Activation: Active (Maneuver)	Ranked: No	While your character is armed with a bow (or similar weapon, at your GM’s discretion) they may suffer 2 strain to use this talent. During the next ranged combat check your character makes this turn, the bow gains the Linked quality with a value equal to their ranks in the Ranged skill.	Source: GCRB	Rapid Archery	
Reflect (Improved)	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	Your character must have purchased the Reflect Talent to benefit from this talent. Your character may use reflect while wielding a melee weapon deemed appropriate by the GM. When reflecting a hit that generated [DE] or [TH][TH][TH] may hit one target in medium range with the same damage as the initial hit, after original attack resolves.	Sources: FBGR, FCRB	Reflect (Improved)	
Resourceful Refit	Tier: 3	Activation: Active (Action)	Ranked: No	May perform the Resourceful Refit action, make an Average (◆◆) Mechanics check to scavenge an old attachment to construct a new one, reducing its price by that of the dismantled attachment.	Source: SM	Resourceful Refit	
Scathing Tirade (Improved)	Tier: 3	Activation: Passive	Ranked: No	Your character must have purchased the Scathing Tirade talent to benefit from this talent. Enemies affected by your character’s Scathing Tirade add [SE] to all skill checks they make for a number of rounds equal to your character’s ranks in Coercion.	Source: GCRB	Scathing Tirade (Improved)	
Seize the Initiative	Tier: 3	Activation: Active (Maneuver)	Ranked: No	Once per session, as a maneuver, may make a Hard (◆◆◆) Athletics check. On success, other PCs may take their turns immediately.	Source: FIB	Seize the Initiative	
Sense Advantage	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	Once per session, may add [SE][SE] to 1 NPC's skill check.	Sources: FBGR, FCRB	Sense Advantage	
Share Pain	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	May perform the Share Pain incidental when animal companion suffers wounds. Reduce wounds suffered to half, then character suffers wounds equal to number reduced.	Source: FCRB	Share Pain	
Shortcut (Improved)	Tier: 3	Activation: Passive	Ranked: No	Your character must have purchased the Shortcut talent to benefit from this talent. When engaging in a chase or race, may suffer 2 strain to add [SU] equal to ranks in Shortcut to the check.	Sources: ND, EV, SS	Shortcut (Improved)	
Signature Spell	Tier: 3	Activation: Passive	Ranked: No	When purchased choose one spell the character is able to cast. This spell becomes your character's "Signature Spell". Whenever casting the Signature Spell reduce the difficulty by one.	Source: GHC	Signature Spell	
Skilled Teacher	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: Yes	Before an ally within short range makes a skill check, if that ally has fewer ranks in that skill than your character does, your character may suffer a number of strain no greater than ranks in Skilled Teacher to add an equal number of [SU] to the ally’s check.	Source: DOH	Skilled Teacher	
Sound Investments	Tier: 3	Activation: Passive	Ranked: Yes	At the start of each session, gain 100 money units for each rank of Sound Investments.	Sources: ACRB, FH	Sound Investments	
Spur (Improved)	Tier: 3	Activation: Active (Maneuver)	Ranked: No	Your character must have purchased the Spur talent to benefit from this talent. Suffer 1 strain to attempt Spur as a maneuver and decrease its difficulty to Average (◆◆).	Source: SOT	Spur (Improved)	
Studious Plotting	Tier: 3	Activation: Passive	Ranked: No	When making a Streetwise or Survival skill check to navigate, the character may use Intellect instead of Cunning.	Source: SS	Studious Plotting	
Stunning Blow (Improved)	Tier: 3	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Stunning Blow talent to benefit from this talent. When dealing strain damage with Melee or Brawl checks, may spend [TR] to stagger target for 1 round per [TR].	Sources: ACRB, ECRB	Stunning Blow (Improved)	
Sunder Expertise	Tier: 3	Activation: Passive	Ranked: No	Each [AD] your character spends to activate a weapon's Sunder quality damages the target item two steps, instead of one.	Source: DOH	Sunder (Improved)	
Time to Go (Improved)	Tier: 3	Activation: Active (Maneuver)	Ranked: No	Your character must have purchased the Time to Go talent to benefit from this talent. When activating Time to Go, allow 1 engaged ally to also perform an out of turn Move maneuver as an incidental to attempt to move into cover or out of the blast range of a weapon or explosion.	Sources: ACRB, DC	Time to Go (Improved)	
Tricky Target	Tier: 3	Activation: Passive	Ranked: No	Count vehicle or starship piloted as having a silhouette 1 lower when being attacked.	Sources: ABGR, ACRB, ECRB, FCRB	Tricky Target	
Tumble	Tier: 3	Activation: Active (Incidental)	Ranked: No	While engaged with one or more adversaries, may suffer 2 strain to move to short range as an incidental.	Source: GHC	Tumble	
Tuned Maneuvering Thrusters	Tier: 3	Activation: Passive	Ranked: Yes	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the handling of Signature Vehicle by 1 per rank of Tuned Maneuvering Thrusters.	Source: SOT	Tuned Maneuvering Thrusters	Signature Vehicle
Twisted Words	Tier: 3	Activation: Active (Incidental, Out of Turn)	Ranked: No	When an incoming social check generates [TH][TH] or [DE], may suffer 1 strain as an incidental to inflict strain equal to ranks in Coercion on speaker.	Source: DA	Twisted Words	
Up the Ante	Tier: 3	Activation: Passive	Ranked: Yes	When gambling win 10% more credits per rank of Up the Ante.	Source: FC	Up the Ante	
Utility Belt	Tier: 3	Activation: Active (Incidental)	Ranked: No	Spend 1 Story Point to perform a Utility Belt incidental; produce an undocumented item (maximum 1 encumbrance) or weapon (with Limited Ammo One quality) from a tool belt or a satchel.	Sources: ACRB, ECRB	Utility Belt	
Valuable Facts	Tier: 3	Activation: Active (Action)	Ranked: No	Once per encounter, perform a Valuable Facts action: make an Average (◆◆) Knowledge check. If successful, add [TR] to one ally's skill check during the encounter.	Sources: DA, FBGR, FCRB	Valuable Facts	
Wraithbane	Tier: 3	Activation: Passive	Ranked: No	Reduce the Critical rating of weapon by 1, to a minimum of 1, when attacking an undead adversary.	Source: GHC	Wraithbane	
Armor Master (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Armor Master talent to benefit from this talent. When wearing armor with a soak value of 2 or higher, increase defense by 1.	Sources: ACRB, ECRB, KTP	Armor Master (Improved)	
Better Luck Next Time	Tier: 4	Activation: Active (Action)	Ranked: No	Take a Better Luck Next Time action; make a Hard (◆◆◆) Cool check to force a competitor to suffer a major misfortune.	Source: EV	Better Luck Next Time	
Body Guard (Supreme)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Body Guard talent to benefit from this talent. Body Guard maneuver may protect a number of engaged characters up to ranks in Resilience.	Source: FIB	Body Guard (Supreme)	
Bolstered Armor	Tier: 4	Activation: Passive	Ranked: Yes	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the armor value of Signature Vehicle by 1 per rank of Bolstered Armor.	Source: SOT	Bolstered Armor	Signature Vehicle
Brilliant Evasion	Tier: 4	Activation: Active (Action)	Ranked: No	Once per vehicle encounter, your character may take Brilliant Evasion action. Select 1 opponent and make Opposed Driving or Piloting check to stop opponent from attacking character for rounds equal to Agility.	Sources: ACRB, ECRB	Brilliant Evasion	
Can’t We Talk About This?	Tier: 4	Activation: Active (Action)	Ranked: No	Your character can use this talent to make an opposed Charm or Deception versus Discipline check targeting a single non-nemesis adversary within medium range. If the check succeeds, the target cannot attack your character (or perform hostile actions against your character) until the end of their next turn. You may spend [AD][AD] to increase the length of the effect by one additional turn, and spend [TR] to extend the benefits to all of their identified allies within short range. The effect ends immediately if your character or a known ally attacks the target. In addition, your GM may rule that some targets are immune to this ability. An automated sentry turret, for example, has no interest in resolving a conflict through talking, nor would someone consumed by rage and the desire for revenge against your character.	Source: GCRB	Can’t We Talk About This?	
Capital Sendoff (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Capital Sendoff talent to benefit from this talent. When performing a Capital Sendoff, the targets suffer a major collision instead.	Source: SOT	Corellian Sendoff (Improved)	
Careful Planning	Tier: 4	Activation: Active (Action)	Ranked: No	Once per session, may introduce a "fact" into the narrative as if a Story Point had been spent.	Sources: ACRB, KTP	Careful Planning	
Center of Being	Tier: 4	Activation: Active (Maneuver)	Ranked: Yes	Take a Center of Being maneuver. Until the beginning of next turn, attacks against the character increase their critical rating by 1 per rank of Center of Being.	Source: FCRB	Center of Being	
Circle of Shelter	Tier: 4	Activation: Active (Incidental, Out of Turn)	Ranked: No	When an engaged ally suffers a hit, may use Parry or Reflect incidental against the hit.	Sources: FBGR, FCRB	Circle of Shelter	
Commanding Presence	Tier: 4	Activation: Passive	Ranked: No	Once per session, may take Commanding Presence action; make an opposed Cool vs. Discipline check to force target to leave the encounter.	Source: LBE	Commanding Presence (Improved)	
Comrades in Arms	Tier: 4	Activation: Active (Action)	Ranked: No	Once per encounter, make a Hard (◆◆◆) Discipline Check.  If successful, one ally per success within medium range gains +1 defense for the remainder of the encounter. The effect does not stack from multiple uses, or from multiple characters.	Source: DOR	Comrades in Arms	
Contingency Plan	Tier: 4	Activation: Active (Incidental, Out of Turn)	Ranked: No	Choose Willpower, Cunning, or Presence when purchasing this talent.  Spend 1 Story Point to recover strain equal to the level of this characteristic.	Sources: DA, FCRB	Contingency Plan	
Deadeye	Tier: 4	Activation: Active (Incidental)	Ranked: No	After your character inflicts a Critical Injury with a ranged weapon and rolls the result, your character may suffer 2 strain to use this talent. Then, you may select any Critical Injury of the same severity to apply to the target instead.	Source: GCRB	Deadeye	
Deadly Accuracy	Tier: 4	Activation: Passive	Ranked: Yes	When acquired, choose 1 combat skill. Add damage equal to ranks in that skill to one hit of successful attack made using that skill. May not choose the same skill more than once.	Sources: ABGR, ACRB, ECRB	Deadly Accuracy	
Defensive	Tier: 4	Activation: Passive	Ranked: Yes	Each rank of Defensive increases your character’s melee defense and ranged defense by one.	Source: GCRB	Defensive	
Defensive Driving	Tier: 4	Activation: Passive	Ranked: Yes	Increase the defense of any vehicle your character pilots by one per rank of Defensive Driving. The specifics of this talent require the optional vehicle rules, on page 220. If your game does not use these rules, this talent adds [SE] per rank to combat checks targeting your character’s vehicle or your character while piloting it.	Source: GCRB	Defensive Driving	
Deflection	Tier: 4	Activation: Active (Incidental, Out of Turn)	Ranked: No	Your character must have purchased the Reflect talent to benefit from this talent. After using Reflect, may spend 1 Story Point to perform Move maneuver as out-of-turn incidental to close distance with or engage opponent.	Source: FCRB	Djem So Deflection	
Discredit	Tier: 4	Activation: Active (Action)	Ranked: No	Once per encounter, take the Discredit action, make a Hard (◆◆◆) Deception check to upgrade the difficulty of one character's social checks once, plus once for every [AD][AD], until the end of the encounter.	Source: DA	Discredit	
Distracting Behavior (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Distracting Behavior talent to benefit from this talent. The Distracting Behavior maneuver inflicts [TH][TH] on NPC's checks when NPC's target character's allies.	Source: FH	Distracting Behavior (Improved)	
Don't Shoot!	Tier: 4	Activation: Active (Action)	Ranked: No	Once per session as an action, make a Hard (◆◆◆) Charm check. On a success, cannot be target of combat checks until the end of the encounter or until making a combat check.	Source: FC	Don't Shoot!	
Double or Nothing (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Double or Nothing talent to benefit from this talent. When performing the Double or Nothing incidental, after canceling opposing symbols, also double the amount of remaining [SU].	Source: FC	Double or Nothing (Improved)	
Enduring	Tier: 4	Activation: Passive	Ranked: Yes	Each rank of Enduring increases your character’s soak value by one.	Source: GCRB	Enduring	
Field Commander (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Field Commander talent to benefit from this talent. When your character uses the Field Commander talent, your character affects a number of allies equal to twice the character’s Presence. In addition, you may spend [TR] to allow one ally to suffer 1 strain to perform an action, instead of a maneuver.	Source: GCRB	Field Commander (Improved)	
Fortune Favors the Bold	Tier: 4	Activation: Active (Incidental)	Ranked: No	Once per session as an incidental, suffer 2 strain to flip one GM Story Point to a Player Story Point.	Source: FC	Fortune Favors the Bold	
Full Throttle	Tier: 4	Activation: Active (Action)	Ranked: No	While driving or flying, your character may use this talent to make a Hard (◆◆◆) Piloting or Driving check. If successful, the top speed of the vehicle increases by one (to a maximum of 5) for a number of rounds equal to your character’s Cunning. The specifics of this talent require the optional vehicle rules, on page 220. If your game does not use these rules, this talent simply makes the vehicle go much faster than normal, with the specifics up to your GM.	Source: GCRB	Full Throttle	
Full Throttle (Supreme)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Full Throttle talent to benefit from this talent. When performing Full Throttle, top speed increases by 2 instead of 1.	Sources: ACRB, ECRB, EV	Full Throttle (Supreme)	
Holistic Navigation	Tier: 4	Activation: Active (Incidental)	Ranked: No	When making an Astrocartography skill check, the character may spend one Story Point to remove [DE], or to remove [TH] equal to his ranks in Perception.	Source: SS	Holistic Navigation	
How Convenient!	Tier: 4	Activation: Active (Action)	Ranked: No	Once per session, your character may use this talent to make a Hard (◆◆◆) Mechanics check. If successful, one device involved in the current encounter (subject to your GM’s approval) spontaneously fails. This can be because of your character’s actions, or it can simply be incredibly convenient timing!	Source: GCRB	How Convenient!	
In The Know	Tier: 4	Activation: Active (Action)	Ranked: No	Once per session, make an opposed Deception vs Vigilance check with the difficulty downgraded a number of times equal to your ranks in deception to have a target NPC believe specific false intelligence.	Source: DA	In The Know (Improved)	
Incite Rebellion	Tier: 4	Activation: Active (Action)	Ranked: No	Once per session, may take an Incite Rebellion action; make a Hard (◆◆◆) Coercion check to cause a number of beings up to ranks in Coercion to become rebellious until the end of the encounter.	Source: ACRB	Incite Rebellion	
Inspiring Rhetoric (Supreme)	Tier: 4	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Inspiring Rhetoric talent to benefit from this talent. Your character may choose to suffer 1 strain to use the Inspiring Rhetoric talent as a maneuver, instead of as an action.	Source: GCRB	Inspiring Rhetoric (Supreme)	
It's Not that Bad	Tier: 4	Activation: Active (Action)	Ranked: No	Once per session when an ally would suffer a Critical Injury, may take an It's Not That Bad action; make a Hard (◆◆◆) Medicine check to stop the ally from gaining the Critical Injury.	Source: ACRB	It's Not that Bad	
Jury Rigged	Tier: 4	Activation: Passive	Ranked: Yes	The character chooses one personal weapon or piece of armor per rank of Jury Rigged. He may increase the damage of the weapon by one; decrease the [AD] cost on its Critical, or any single other effect by one to a minimum of one; or increase armor's ranged or melee defense by one. Alternatively, he can decrease the encumbrance of the item by two to a minimum of one. The bonus only applies so long as the character is using the item. If the item is ever lost or destroyed, the character may apply Jury Rigged to a new personal weapon or piece or armor.	Sources: ACRB, EBGR, ECRB	Jury Rigged	
